PassengerId,Survived,Pclass,,,Name,Sex,,Age,,,SibSp,Parch,Ticket,Fare,,Cabin,Embarked
552,0,2,0,0,"Sharp, Mr. Percival James R",male,0,27,0,0,0,0,244358,26,1,,S
887,0,2,0,0,"Montvila, Rev. Juozas",male,0,27,0,0,0,0,211536,13,0,,S
313,0,2,0,1,"Lahtinen, Mrs. William (Anna Sylfven)",female,1,26,0,1,1,1,250651,26,1,,S
620,0,2,0,0,"Gavey, Mr. Lawrence",male,0,26,0,0,0,0,31028,10.5,0,,S
135,0,2,0,0,"Sobey, Mr. Samuel James Hayden",male,0,25,0,0,0,0,C.A. 29178,13,0,,S
344,0,2,0,0,"Sedgwick, Mr. Charles Frederick Waddington",male,0,25,0,0,0,0,244361,13,0,,S
667,0,2,0,0,"Butler, Mr. Reginald Fenton",male,0,25,0,0,0,0,234686,13,0,,S
686,0,2,0,0,"Laroche, Mr. Joseph Philippe Lemercier",male,0,25,0,1,1,2,SC/Paris 2123,41.5792,1,,C
729,0,2,0,0,"Bryhl, Mr. Kurt Arnold Gottfrid",male,0,25,0,1,1,0,236853,26,1,,S
200,0,2,0,1,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,1,24,0,1,0,0,248747,13,0,,S
235,0,2,0,0,"Leyson, Mr. Robert William Norman",male,0,24,0,0,0,0,C.A. 29566,10.5,0,,S
656,0,2,0,0,"Hickman, Mr. Leonard Mark",male,0,24,0,1,2,0,S.O.C. 14879,73.5,1,,S
865,0,2,0,0,"Gill, Mr. John William",male,0,24,0,0,0,0,233866,13,0,,S
136,0,2,0,0,"Richard, Mr. Emile",male,0,23,0,0,0,0,SC/PARIS 2133,15.0458,0,,C
399,0,2,0,0,"Pain, Dr. Alfred",male,0,23,0,0,0,0,244278,10.5,0,,S
530,0,2,0,0,"Hocking, Mr. Richard George",male,0,23,0,1,2,1,29104,11.5,0,,S
659,0,2,0,0,"Eitemiller, Mr. George Floyd",male,0,23,0,0,0,0,29751,13,0,,S
734,0,2,0,0,"Berriman, Mr. William John",male,0,23,0,0,0,0,28425,13,0,,S
735,0,2,0,0,"Troupiansky, Mr. Moses Aaron",male,0,23,0,0,0,0,233639,13,0,,S
73,0,2,0,0,"Hood, Mr. Ambrose Jr",male,0,21,0,0,0,0,S.O.C. 14879,73.5,1,,S
121,0,2,0,0,"Hickman, Mr. Stanley George",male,0,21,0,1,2,0,S.O.C. 14879,73.5,1,,S
862,0,2,0,0,"Giles, Mr. Frederick Edward",male,0,21,0,1,1,0,28134,11.5,0,,S
146,0,2,0,0,"Nicholls, Mr. Joseph Charles",male,0,19,0,1,1,1,C.A. 33112,36.75,1,,S
192,0,2,0,0,"Carbines, Mr. William",male,0,19,0,0,0,0,28424,13,0,,S
239,0,2,0,0,"Pengelly, Mr. Frederick William",male,0,19,0,0,0,0,28665,10.5,0,,S
145,0,2,0,0,"Andrew, Mr. Edgardo Samuel",male,0,18,0,0,0,0,231945,11.5,0,,S
229,0,2,0,0,"Fahlstrom, Mr. Arne Jonas",male,0,18,0,0,0,0,236171,13,0,,S
386,0,2,0,0,"Davies, Mr. Charles Henry",male,0,18,0,0,0,0,S.O.C. 14879,73.5,1,,S
758,0,2,0,0,"Bailey, Mr. Percy Andrew",male,0,18,0,0,0,0,29108,11.5,0,,S
792,0,2,0,0,"Gaskell, Mr. Alfred",male,0,16,0,0,0,0,239865,26,1,,S
842,0,2,0,0,"Mudd, Mr. Thomas Charles",male,0,16,0,0,0,0,S.O./P.P. 3,10.5,0,,S
182,0,2,0,0,"Pernot, Mr. Rene",male,0,,0,0,0,0,SC/PARIS 2131,15.05,0,,C
278,0,2,0,0,"Parkes, Mr. Francis ""Frank""",male,0,,0,0,0,0,239853,0,0,,S
414,0,2,0,0,"Cunningham, Mr. Alfred Fleming",male,0,,0,0,0,0,239853,0,0,,S
467,0,2,0,0,"Campbell, Mr. William",male,0,,0,0,0,0,239853,0,0,,S
482,0,2,0,0,"Frost, Mr. Anthony Wood ""Archie""",male,0,,0,0,0,0,239854,0,0,,S
675,0,2,0,0,"Watson, Mr. Ennis Hastings",male,0,,0,0,0,0,239856,0,0,,S
733,0,2,0,0,"Knight, Mr. Robert J",male,0,,0,0,0,0,239855,0,0,,S
852,0,3,0,0,"Svensson, Mr. Johan",male,0,74,0,0,0,0,347060,7.775,0,,S
117,0,3,0,0,"Connors, Mr. Patrick",male,0,70.5,0,0,0,0,370369,7.75,0,,Q
281,0,3,0,0,"Duane, Mr. Frank",male,0,65,0,0,0,0,336439,7.75,0,,Q
327,0,3,0,0,"Nysveen, Mr. Johan Hansen",male,0,61,0,0,0,0,345364,6.2375,0,,S
95,0,3,0,0,"Coxon, Mr. Daniel",male,0,59,0,0,0,0,364500,7.25,0,,S
153,0,3,0,0,"Meo, Mr. Alfonzo",male,0,55.5,0,0,0,0,A.5. 11206,8.05,0,,S
223,0,3,0,0,"Green, Mr. George Henry",male,0,51,0,0,0,0,21440,8.05,0,,S
407,0,3,0,0,"Widegren, Mr. Carl/Charles Peter",male,0,51,0,0,0,0,347064,7.75,0,,S
632,0,3,0,0,"Lundahl, Mr. Johan Svensson",male,0,51,0,0,0,0,347743,7.0542,0,,S
483,0,3,0,0,"Rouse, Mr. Richard Henry",male,0,50,0,0,0,0,A/5 3594,8.05,0,,S
598,0,3,0,0,"Johnson, Mr. Alfred",male,0,49,0,0,0,0,LINE,0,0,,S
737,0,3,0,0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,1,48,0,1,1,3,W./C. 6608,34.375,1,,S
772,0,3,0,0,"Jensen, Mr. Niels Peder",male,0,48,0,0,0,0,350047,7.8542,0,,S
133,0,3,0,0,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,1,47,0,1,1,0,A/5. 3337,14.5,0,,S
593,0,3,0,0,"Elsbury, Mr. William James",male,0,47,0,0,0,0,A/5 3902,7.25,0,,S
874,0,3,0,0,"Vander Cruyssen, Mr. Victor",male,0,47,0,0,0,0,345765,9,0,,S
204,0,3,0,0,"Youseff, Mr. Gerious",male,0,45.5,0,0,0,0,2628,7.225,0,,C
130,0,3,0,0,"Ekstrom, Mr. Johan",male,0,45,0,0,0,0,347061,6.975,0,,S
168,0,3,0,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,1,45,0,1,1,4,347088,27.9,1,,S
277,0,3,0,0,"Lindblom, Miss. Augusta Charlotta",female,1,45,0,1,0,0,347073,7.75,0,,S
363,0,3,0,0,"Barbara, Mrs. (Catherine David)",female,1,45,0,1,0,1,2691,14.4542,0,,C
161,0,3,0,0,"Cribb, Mr. John Hatfield",male,0,44,0,0,0,1,371362,16.1,0,,S
604,0,3,0,0,"Torber, Mr. Ernst William",male,0,44,0,0,0,0,364511,8.05,0,,S
697,0,3,0,0,"Kelly, Mr. James",male,0,44,0,0,0,0,363592,8.05,0,,S
669,0,3,0,0,"Cook, Mr. Jacob",male,0,43,0,0,0,0,A/5 3536,8.05,0,,S
679,0,3,0,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,1,43,0,1,1,6,CA 2144,46.9,1,,S
819,0,3,0,0,"Holm, Mr. John Fredrik Alexander",male,0,43,0,0,0,0,C 7075,6.45,0,,S
198,0,3,0,0,"Olsen, Mr. Karl Siegwart Andreas",male,0,42,0,0,0,1,4579,8.4042,0,,S
350,0,3,0,0,"Dimic, Mr. Jovan",male,0,42,0,0,0,0,315088,8.6625,0,,S
700,0,3,0,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,0,42,0,0,0,0,348121,7.65,0,F G63,S
846,0,3,0,0,"Abbing, Mr. Anthony",male,0,42,0,0,0,0,C.A. 5547,7.55,0,,S
255,0,3,0,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,1,41,0,1,0,2,370129,20.2125,0,,S
639,0,3,0,0,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,1,41,0,1,0,5,3101295,39.6875,1,,S
762,0,3,0,0,"Nirva, Mr. Iisakki Antino Aijo",male,0,41,0,0,0,0,SOTON/O2 3101272,7.125,0,,S
861,0,3,0,0,"Hansen, Mr. Claus Peter",male,0,41,0,1,2,0,350026,14.1083,0,,S
154,0,3,0,0,"van Billiard, Mr. Austin Blyler",male,0,40.5,0,0,0,2,A/5. 851,14.5,0,,S
526,0,3,0,0,"Farrell, Mr. James",male,0,40.5,0,0,0,0,367232,7.75,0,,Q
41,0,3,0,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,1,40,0,1,1,0,7546,9.475,0,,S
189,0,3,0,0,"Bourke, Mr. John",male,0,40,0,1,1,1,364849,15.5,0,,Q
361,0,3,0,0,"Skoog, Mr. Wilhelm",male,0,40,0,1,1,4,347088,27.9,1,,S
562,0,3,0,0,"Sivic, Mr. Husein",male,0,40,0,0,0,0,349251,7.8958,0,,S
662,0,3,0,0,"Badt, Mr. Mohamed",male,0,40,0,0,0,0,2623,7.225,0,,C
14,0,3,0,0,"Andersson, Mr. Anders Johan",male,0,39,0,1,1,5,347082,31.275,1,,S
529,0,3,0,0,"Salonen, Mr. Johan Werner",male,0,39,0,0,0,0,3101296,7.925,0,,S
611,0,3,0,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,1,39,0,1,1,5,347082,31.275,1,,S
812,0,3,0,0,"Lester, Mr. James",male,0,39,0,0,0,0,A/4 48871,24.15,0,,S
886,0,3,0,0,"Rice, Mrs. William (Margaret Norton)",female,1,39,0,1,0,5,382652,29.125,1,,Q
109,0,3,0,0,"Rekic, Mr. Tido",male,0,38,0,0,0,0,349249,7.8958,0,,S
466,0,3,0,0,"Goncalves, Mr. Manuel Estanslas",male,0,38,0,0,0,0,SOTON/O.Q. 3101306,7.05,0,,S
472,0,3,0,0,"Cacic, Mr. Luka",male,0,38,0,0,0,0,315089,8.6625,0,,S
105,0,3,0,0,"Gustafsson, Mr. Anders Vilhelm",male,0,37,0,1,2,0,3101276,7.925,0,,S
504,0,3,0,0,"Laitinen, Miss. Kristina Sofia",female,1,37,0,1,0,0,4135,9.5875,0,,S
180,0,3,0,0,"Leonard, Mr. Lionel",male,0,36,0,0,0,0,LINE,0,0,,S
190,0,3,0,0,"Turcin, Mr. Stjepan",male,0,36,0,0,0,0,349247,7.8958,0,,S
596,0,3,0,0,"Van Impe, Mr. Jean Baptiste",male,0,36,0,1,1,1,345773,24.15,0,,S
606,0,3,0,0,"Lindell, Mr. Edvard Bengtsson",male,0,36,0,1,1,0,349910,15.55,0,,S
664,0,3,0,0,"Coleff, Mr. Peju",male,0,36,0,0,0,0,349210,7.4958,0,,S
5,0,3,0,0,"Allen, Mr. William Henry",male,0,35,0,0,0,0,373450,8.05,0,,S
364,0,3,0,0,"Asim, Mr. Adola",male,0,35,0,0,0,0,SOTON/O.Q. 3101310,7.05,0,,S
591,0,3,0,0,"Rintamaki, Mr. Matti",male,0,35,0,0,0,0,STON/O 2. 3101273,7.125,0,,S
615,0,3,0,0,"Brocklebank, Mr. William Alfred",male,0,35,0,0,0,0,364512,8.05,0,,S
848,0,3,0,0,"Markoff, Mr. Marin",male,0,35,0,0,0,0,349213,7.8958,0,,C
844,0,3,0,0,"Lemberopolous, Mr. Peter L",male,0,34.5,0,0,0,0,2683,6.4375,0,,C
203,0,3,0,0,"Johanson, Mr. Jakob Alfred",male,0,34,0,0,0,0,3101264,6.4958,0,,S
462,0,3,0,0,"Morley, Mr. William",male,0,34,0,0,0,0,364506,8.05,0,,S
617,0,3,0,0,"Danbom, Mr. Ernst Gilbert",male,0,34,0,1,1,1,347080,14.4,0,,S
759,0,3,0,0,"Theobald, Mr. Thomas Leonard",male,0,34,0,0,0,0,363294,8.05,0,,S
104,0,3,0,0,"Johansson, Mr. Gustaf Joel",male,0,33,0,0,0,0,7540,8.6542,0,,S
131,0,3,0,0,"Drazenoic, Mr. Jozef",male,0,33,0,0,0,0,349241,7.8958,0,,C
286,0,3,0,0,"Stankovic, Mr. Ivan",male,0,33,0,0,0,0,349239,8.6625,0,,C
549,0,3,0,0,"Goldsmith, Mr. Frank John",male,0,33,0,1,1,1,363291,20.525,0,,S
720,0,3,0,0,"Johnson, Mr. Malkolm Joackim",male,0,33,0,0,0,0,347062,7.775,0,,S
753,0,3,0,0,"Vande Velde, Mr. Johannes Joseph",male,0,33,0,0,0,0,345780,9.5,0,,S
882,0,3,0,0,"Markun, Mr. Johann",male,0,33,0,0,0,0,349257,7.8958,0,,S
207,0,3,0,0,"Backstrom, Mr. Karl Alfred",male,0,32,0,1,1,0,3101278,15.85,0,,S
383,0,3,0,0,"Tikkanen, Mr. Juho",male,0,32,0,0,0,0,STON/O 2. 3101293,7.925,0,,S
520,0,3,0,0,"Pavlovic, Mr. Stefo",male,0,32,0,0,0,0,349242,7.8958,0,,S
637,0,3,0,0,"Leinonen, Mr. Antti Gustaf",male,0,32,0,0,0,0,STON/O 2. 3101292,7.925,0,,S
658,0,3,0,0,"Bourke, Mrs. John (Catherine)",female,1,32,0,1,1,1,364849,15.5,0,,Q
770,0,3,0,0,"Gronnestad, Mr. Daniel Danielsen",male,0,32,0,0,0,0,8471,8.3625,0,,S
891,0,3,0,0,"Dooley, Mr. Patrick",male,0,32,0,0,0,0,370376,7.75,0,,Q
19,0,3,0,0,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,1,31,0,1,1,0,345763,18,0,,S
397,0,3,0,0,"Olsson, Miss. Elina",female,1,31,0,1,0,0,350407,7.8542,0,,S
750,0,3,0,0,"Connaghton, Mr. Michael",male,0,31,0,0,0,0,335097,7.75,0,,Q
806,0,3,0,0,"Johansson, Mr. Karl Johan",male,0,31,0,0,0,0,347063,7.775,0,,S
768,0,3,0,0,"Mangan, Miss. Mary",female,1,30.5,0,1,0,0,364850,7.75,0,,Q
815,0,3,0,0,"Tomlin, Mr. Ernest Portage",male,0,30.5,0,0,0,0,364499,8.05,0,,S
158,0,3,0,0,"Corn, Mr. Harry",male,0,30,0,0,0,0,SOTON/OQ 392090,8.05,0,,S
245,0,3,0,0,"Attalah, Mr. Sleiman",male,0,30,0,0,0,0,2694,7.225,0,,C
254,0,3,0,0,"Lobb, Mr. William Arthur",male,0,30,0,1,1,0,A/5. 3336,16.1,0,,S
366,0,3,0,0,"Adahl, Mr. Mauritz Nils Martin",male,0,30,0,0,0,0,C 7076,7.25,0,,S
489,0,3,0,0,"Somerton, Mr. Francis William",male,0,30,0,0,0,0,A.5. 18509,8.05,0,,S
535,0,3,0,0,"Cacic, Miss. Marija",female,1,30,0,1,0,0,315084,8.6625,0,,S
607,0,3,0,0,"Karaic, Mr. Milan",male,0,30,0,0,0,0,349246,7.8958,0,,S
799,0,3,0,0,"Ibrahim Shawah, Mr. Yousseff",male,0,30,0,0,0,0,2685,7.2292,0,,C
800,0,3,0,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,1,30,0,1,1,1,345773,24.15,0,,S
91,0,3,0,0,"Christmann, Mr. Emil",male,0,29,0,0,0,0,343276,8.05,0,,S
232,0,3,0,0,"Larsson, Mr. Bengt Edvin",male,0,29,0,0,0,0,347067,7.775,0,,S
252,0,3,0,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,1,29,0,1,1,1,347054,10.4625,0,G6,S
423,0,3,0,0,"Zimmerman, Mr. Leo",male,0,29,0,0,0,0,315082,7.875,0,,S
478,0,3,0,0,"Braund, Mr. Lewis Richard",male,0,29,0,1,1,0,3460,7.0458,0,,S
568,0,3,0,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,1,29,0,1,0,4,349909,21.075,0,,S
714,0,3,0,0,"Larsson, Mr. August Viktor",male,0,29,0,0,0,0,7545,9.4833,0,,S
58,0,3,0,0,"Novel, Mr. Mansouer",male,0,28.5,0,0,0,0,2697,7.2292,0,,C
736,0,3,0,0,"Williams, Mr. Leslie",male,0,28.5,0,0,0,0,54636,16.1,0,,S
101,0,3,0,0,"Petranec, Miss. Matilda",female,1,28,0,1,0,0,349245,7.8958,0,,S
106,0,3,0,0,"Mionoff, Mr. Stoytcho",male,0,28,0,0,0,0,349207,7.8958,0,,S
170,0,3,0,0,"Ling, Mr. Lee",male,0,28,0,0,0,0,1601,56.4958,1,,S
201,0,3,0,0,"Vande Walle, Mr. Nestor Cyriel",male,0,28,0,0,0,0,345770,9.5,0,,S
282,0,3,0,0,"Olsson, Mr. Nils Johan Goransson",male,0,28,0,0,0,0,347464,7.8542,0,,S
314,0,3,0,0,"Hendekovic, Mr. Ignjac",male,0,28,0,0,0,0,349243,7.8958,0,,S
356,0,3,0,0,"Vanden Steen, Mr. Leo Peter",male,0,28,0,0,0,0,345783,9.5,0,,S
393,0,3,0,0,"Gustafsson, Mr. Johan Birger",male,0,28,0,1,2,0,3101277,7.925,0,,S
404,0,3,0,0,"Hakkarainen, Mr. Pekka Pietari",male,0,28,0,1,1,0,STON/O2. 3101279,15.85,0,,S
424,0,3,0,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,1,28,0,1,1,1,347080,14.4,0,,S
509,0,3,0,0,"Olsen, Mr. Henry Margido",male,0,28,0,0,0,0,C 4001,22.525,0,,S
757,0,3,0,0,"Carlsson, Mr. August Sigfrid",male,0,28,0,0,0,0,350042,7.7958,0,,S
322,0,3,0,0,"Danoff, Mr. Yoto",male,0,27,0,0,0,0,349219,7.8958,0,,S
621,0,3,0,0,"Yasbeck, Mr. Antoni",male,0,27,0,1,1,0,2659,14.4542,0,,C
70,0,3,0,0,"Kink, Mr. Vincenz",male,0,26,0,1,2,0,315151,8.6625,0,,S
74,0,3,0,0,"Chronopoulos, Mr. Apostolos",male,0,26,0,1,1,0,2680,14.4542,0,,C
94,0,3,0,0,"Dean, Mr. Bertram Frank",male,0,26,0,1,1,2,C.A. 2315,20.575,0,,S
163,0,3,0,0,"Bengtsson, Mr. John Viktor",male,0,26,0,0,0,0,347068,7.775,0,,S
402,0,3,0,0,"Adams, Mr. John",male,0,26,0,0,0,0,341826,8.05,0,,S
618,0,3,0,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,1,26,0,1,1,0,A/5. 3336,16.1,0,,S
629,0,3,0,0,"Bostandyeff, Mr. Guentcho",male,0,26,0,0,0,0,349224,7.8958,0,,S
705,0,3,0,0,"Hansen, Mr. Henrik Juul",male,0,26,0,1,1,0,350025,7.8542,0,,S
811,0,3,0,0,"Alexander, Mr. William",male,0,26,0,0,0,0,3474,7.8875,0,,S
871,0,3,0,0,"Balkic, Mr. Cerin",male,0,26,0,0,0,0,349248,7.8958,0,,S
76,0,3,0,0,"Moen, Mr. Sigurd Hansen",male,0,25,0,0,0,0,348123,7.65,0,F G73,S
247,0,3,0,0,"Lindahl, Miss. Agda Thorilda Viktoria",female,1,25,0,1,0,0,347071,7.775,0,,S
354,0,3,0,0,"Arnold-Franchi, Mr. Josef",male,0,25,0,1,1,0,349237,17.8,0,,S
443,0,3,0,0,"Petterson, Mr. Johan Emil",male,0,25,0,1,1,0,347076,7.775,0,,S
694,0,3,0,0,"Saad, Mr. Khalil",male,0,25,0,0,0,0,2672,7.225,0,,C
704,0,3,0,0,"Gallagher, Mr. Martin",male,0,25,0,0,0,0,36864,7.7417,0,,Q
730,0,3,0,0,"Ilmakangas, Miss. Pieta Sofia",female,1,25,0,1,1,0,STON/O2. 3101271,7.925,0,,S
785,0,3,0,0,"Ali, Mr. William",male,0,25,0,0,0,0,SOTON/O.Q. 3101312,7.05,0,,S
786,0,3,0,0,"Harmer, Mr. Abraham (David Lishin)",male,0,25,0,0,0,0,374887,7.25,0,,S
795,0,3,0,0,"Dantcheff, Mr. Ristiu",male,0,25,0,0,0,0,349203,7.8958,0,,S
885,0,3,0,0,"Sutehall, Mr. Henry Jr",male,0,25,0,0,0,0,SOTON/OQ 392076,7.05,0,,S
677,0,3,0,0,"Sawyer, Mr. Frederick Charles",male,0,24.5,0,0,0,0,342826,8.05,0,,S
90,0,3,0,0,"Celotti, Mr. Francesco",male,0,24,0,0,0,0,343275,8.05,0,,S
211,0,3,0,0,"Ali, Mr. Ahmed",male,0,24,0,0,0,0,SOTON/O.Q. 3101311,7.05,0,,S
294,0,3,0,0,"Haas, Miss. Aloisia",female,1,24,0,1,0,0,349236,8.85,0,,S
295,0,3,0,0,"Mineff, Mr. Ivan",male,0,24,0,0,0,0,349233,7.8958,0,,S
500,0,3,0,0,"Svensson, Mr. Olof",male,0,24,0,0,0,0,350035,7.7958,0,,S
515,0,3,0,0,"Coleff, Mr. Satio",male,0,24,0,0,0,0,349209,7.4958,0,,S
566,0,3,0,0,"Davies, Mr. Alfred J",male,0,24,0,1,2,0,A/4 48871,24.15,0,,S
744,0,3,0,0,"McNamee, Mr. Neal",male,0,24,0,1,1,0,376566,16.1,0,,S
771,0,3,0,0,"Lievens, Mr. Rene Aime",male,0,24,0,0,0,0,345781,9.5,0,,S
297,0,3,0,0,"Hanna, Mr. Mansour",male,0,23.5,0,0,0,0,2693,7.2292,0,,C
351,0,3,0,0,"Odahl, Mr. Nils Martin",male,0,23,0,0,0,0,7267,9.225,0,,S
754,0,3,0,0,"Jonkoff, Mr. Lalio",male,0,23,0,0,0,0,349204,7.8958,0,,S
817,0,3,0,0,"Heininen, Miss. Wendla Maria",female,1,23,0,1,0,0,STON/O2. 3101290,7.925,0,,S
834,0,3,0,0,"Augustsson, Mr. Albert",male,0,23,0,0,0,0,347468,7.8542,0,,S
1,0,3,0,0,"Braund, Mr. Owen Harris",male,0,22,0,1,1,0,A/5 21171,7.25,0,,S
61,0,3,0,0,"Sirayanian, Mr. Orsen",male,0,22,0,0,0,0,2669,7.2292,0,,C
81,0,3,0,0,"Waelens, Mr. Achille",male,0,22,0,0,0,0,345767,9,0,,S
113,0,3,0,0,"Barton, Mr. David John",male,0,22,0,0,0,0,324669,8.05,0,,S
213,0,3,0,0,"Perkin, Mr. John Henry",male,0,22,0,0,0,0,A/5 21174,7.25,0,,S
226,0,3,0,0,"Berglund, Mr. Karl Ivar Sven",male,0,22,0,0,0,0,PP 4348,9.35,0,,S
244,0,3,0,0,"Maenpaa, Mr. Matti Alexanteri",male,0,22,0,0,0,0,STON/O 2. 3101275,7.125,0,,S
288,0,3,0,0,"Naidenoff, Mr. Penko",male,0,22,0,0,0,0,349206,7.8958,0,,S
321,0,3,0,0,"Dennis, Mr. Samuel",male,0,22,0,0,0,0,A/5 21172,7.25,0,,S
396,0,3,0,0,"Johansson, Mr. Erik",male,0,22,0,0,0,0,350052,7.7958,0,,S
475,0,3,0,0,"Strandberg, Miss. Ida Sofia",female,1,22,0,1,0,0,7553,9.8375,0,,S
479,0,3,0,0,"Karlsson, Mr. Nils August",male,0,22,0,0,0,0,350060,7.5208,0,,S
522,0,3,0,0,"Vovk, Mr. Janko",male,0,22,0,0,0,0,349252,7.8958,0,,S
589,0,3,0,0,"Gilinski, Mr. Eliezer",male,0,22,0,0,0,0,14973,8.05,0,,S
883,0,3,0,0,"Dahlberg, Miss. Gerda Ulrika",female,1,22,0,1,0,0,7552,10.5167,0,,S
38,0,3,0,0,"Cann, Mr. Ernest Charles",male,0,21,0,0,0,0,A./5. 2152,8.05,0,,S
52,0,3,0,0,"Nosworthy, Mr. Richard Cater",male,0,21,0,0,0,0,A/4. 39886,7.8,0,,S
116,0,3,0,0,"Pekoniemi, Mr. Edvard",male,0,21,0,0,0,0,STON/O 2. 3101294,7.925,0,,S
174,0,3,0,0,"Sivola, Mr. Antti Wilhelm",male,0,21,0,0,0,0,STON/O 2. 3101280,7.925,0,,S
403,0,3,0,0,"Jussila, Miss. Mari Aina",female,1,21,0,1,1,0,4137,9.825,0,,S
409,0,3,0,0,"Birkeland, Mr. Hans Martin Monsen",male,0,21,0,0,0,0,312992,7.775,0,,S
422,0,3,0,0,"Charters, Mr. David",male,0,21,0,0,0,0,A/5. 13032,7.7333,0,,Q
437,0,3,0,0,"Ford, Miss. Doolina Margaret ""Daisy""",female,1,21,0,1,2,2,W./C. 6608,34.375,1,,S
492,0,3,0,0,"Windelov, Mr. Einar",male,0,21,0,0,0,0,SOTON/OQ 3101317,7.25,0,,S
495,0,3,0,0,"Stanley, Mr. Edward Roland",male,0,21,0,0,0,0,A/4 45380,8.05,0,,S
502,0,3,0,0,"Canavan, Miss. Mary",female,1,21,0,1,0,0,364846,7.75,0,,Q
624,0,3,0,0,"Hansen, Mr. Henry Damsgaard",male,0,21,0,0,0,0,350029,7.8542,0,,S
625,0,3,0,0,"Bowen, Mr. David John ""Dai""",male,0,21,0,0,0,0,54636,16.1,0,,S
653,0,3,0,0,"Kalvik, Mr. Johannes Halvorsen",male,0,21,0,0,0,0,8475,8.4333,0,,S
837,0,3,0,0,"Pasic, Mr. Jakob",male,0,21,0,0,0,0,315097,8.6625,0,,S
228,0,3,0,0,"Lovell, Mr. John Hall (""Henry"")",male,0,20.5,0,0,0,0,A/5 21173,7.25,0,,S
13,0,3,0,0,"Saundercock, Mr. William Henry",male,0,20,0,0,0,0,A/5. 2151,8.05,0,,S
92,0,3,0,0,"Andreasson, Mr. Paul Edvin",male,0,20,0,0,0,0,347466,7.8542,0,,S
114,0,3,0,0,"Jussila, Miss. Katriina",female,1,20,0,1,1,0,4136,9.825,0,,S
132,0,3,0,0,"Coelho, Mr. Domingos Fernandeo",male,0,20,0,0,0,0,SOTON/O.Q. 3101307,7.05,0,,S
379,0,3,0,0,"Betros, Mr. Tannous",male,0,20,0,0,0,0,2648,4.0125,0,,C
405,0,3,0,0,"Oreskovic, Miss. Marija",female,1,20,0,1,0,0,315096,8.6625,0,,S
442,0,3,0,0,"Hampe, Mr. Leon",male,0,20,0,0,0,0,345769,9.5,0,,S
641,0,3,0,0,"Jensen, Mr. Hans Peder",male,0,20,0,0,0,0,350050,7.8542,0,,S
683,0,3,0,0,"Olsvigen, Mr. Thor Anderson",male,0,20,0,0,0,0,6563,9.225,0,,S
726,0,3,0,0,"Oreskovic, Mr. Luka",male,0,20,0,0,0,0,315094,8.6625,0,,S
841,0,3,0,0,"Alhomaki, Mr. Ilmari Rudolf",male,0,20,0,0,0,0,SOTON/O2 3101287,7.925,0,,S
877,0,3,0,0,"Gustafsson, Mr. Alfred Ossian",male,0,20,0,0,0,0,7534,9.8458,0,,S
68,0,3,0,0,"Crease, Mr. Ernest James",male,0,19,0,0,0,0,S.P. 3464,8.1583,0,,S
144,0,3,0,0,"Burke, Mr. Jeremiah",male,0,19,0,0,0,0,365222,6.75,0,,Q
303,0,3,0,0,"Johnson, Mr. William Cahoone Jr",male,0,19,0,0,0,0,LINE,0,0,,S
373,0,3,0,0,"Beavan, Mr. William Thomas",male,0,19,0,0,0,0,323951,8.05,0,,S
380,0,3,0,0,"Gustafsson, Mr. Karl Gideon",male,0,19,0,0,0,0,347069,7.775,0,,S
567,0,3,0,0,"Stoytcheff, Mr. Ilia",male,0,19,0,0,0,0,349205,7.8958,0,,S
576,0,3,0,0,"Patchett, Mr. George",male,0,19,0,0,0,0,358585,14.5,0,,S
647,0,3,0,0,"Cor, Mr. Liudevit",male,0,19,0,0,0,0,349231,7.8958,0,,S
688,0,3,0,0,"Dakic, Mr. Branko",male,0,19,0,0,0,0,349228,10.1708,0,,S
716,0,3,0,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,0,19,0,0,0,0,348124,7.65,0,F G73,S
878,0,3,0,0,"Petroff, Mr. Nedelio",male,0,19,0,0,0,0,349212,7.8958,0,,S
39,0,3,0,0,"Vander Planke, Miss. Augusta Maria",female,1,18,0,1,2,0,345764,18,0,,S
50,0,3,0,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,1,18,0,1,1,0,349237,17.8,0,,S
